,0
sex,-0.00213090417910799
age,-0.00018609037761998352
bmi,-0.0015597558915518173
smoking,0.001177262481896596
diabetes,0.0010954659300800727
hypertension,-0.00018925831675545987
dyslipidemia,0.00040705053356021907
chestpain,0.0019418217586356773
dyspnea,-0.002209492581566517
lm - type of stenosis,0.0008278226430354141
lada - type of stenosis,-0.002586810454986883
ladb - type of stenosis,0.002236838448619497
ladc - type of stenosis,0.00039792548137381866
d1 - type of stenosis,-4.3762869045368124e-05
d2 - type of stenosis,0.00028456999361473355
lcxa - type of stenosis,0.0003664519629893395
lcxb - type of stenosis,0.0015510646580718722
lcxc -type of stenosis,-0.0008786250374029734
lpd - type of stenosis,-0.00022572890649811417
lom1 - type of stenosis,-0.0010732291159293592
lom2 - type of stenosis,-1.9118578444853366e-05
im - type of stenosis,-0.00021763565605096156
lpl - type of stenosis,-0.00045609365414997163
rcaa - type of stenosis,0.0006460331139376847
rcab - type of stenosis,0.0015829359552787339
rcac - type of stenosis,-6.227901724173153e-05
rpd - type of stenosis,-0.00048672042437796083
rpl - type of stenosis,0.0014992081439322816
stenosis type 1 count,0.00017395305012319451
stenosis type 2 count,-0.0012594787219724595
max cta type,0.0035947915775016515
max high risk cta type,0.0033137285976594898
sis,-0.0016493647418670658
