,0
sex,-0.001649066221745061
age,0.003053715020680176
bmi,-0.0012460387180735868
smoking,0.0012235562892835277
diabetes,0.0016107222500398905
hypertension,-0.0012414080710171295
dyslipidemia,-8.94031659540657e-05
chestpain,0.0012129836866093746
dyspnea,-0.0013458639219484216
str_seg_1,-0.0006950289611475492
str_seg_4,0.0022931076131560853
str_seg_5,0.0005577739108602887
str_seg_6,0.0024354862655681774
str_seg_7,-0.0004140050187716808
str_seg_8,-0.002944140722763524
str_seg_9,0.0014416338435090002
str_seg_10,0.001444906683473884
str_seg_11,-0.00422960589576746
str_seg_12,0.0027751255502795925
str_seg_13,0.0012171210969156882
str_seg_14,-0.0009104657181182162
str_seg_15,0.005606890021000327
str_seg_16,-0.0008299973001460421
str_seg_17,-0.002514402221348598
max_str_seg,-0.001043397344505661
max_lad_str,0.004794850777562372
max_lcx_str,-0.0009048772191246444
max_rca_str,-0.00022144362796734375
non-zero pet segs,-0.001811825611672849
PET PCA1,-0.0006280708247732823
PET PCA2,0.0009093755085403633
