,0
sex,-0.0002881306569771711
age,-0.00038140446482669077
bmi,-0.00301049694434689
smoking,0.0013033959243660053
diabetes,0.002140996084232957
hypertension,-0.000416432126293416
dyslipidemia,-0.0009195804529887731
chestpain,0.0014292907207984643
dyspnea,-0.0011206115098998236
str_seg_1,-0.005889767660743838
str_seg_4,-0.004257401275738747
str_seg_5,0.0010437221845059847
str_seg_6,-0.0025542233969505688
str_seg_7,0.002590892888940999
str_seg_8,0.0026981701634560696
str_seg_9,0.00027503700366260175
str_seg_10,-0.005866780161313236
str_seg_11,0.004058434497330161
str_seg_12,-0.00073836116895471
str_seg_13,-0.0028886576298815703
str_seg_14,0.0004947466767619095
str_seg_15,0.0008760395363726666
str_seg_16,-0.001157020298653036
str_seg_17,-0.00020072262295614237
max_str_seg,0.004726544534052818
max_lad_str,-0.002473592594369808
max_lcx_str,-0.001161977702265128
max_rca_str,0.004077047152546754
non-zero pet segs,-0.001599116235106162
PET PCA1,0.003243109105508811
PET PCA2,-0.0008438886767640526
