,0
sex,-0.0014234351108338087
age,0.0018927282827900516
bmi,-0.0006978256386933908
smoking,0.0012021886941833253
diabetes,0.0011911464811213176
hypertension,-0.0008404082182743808
dyslipidemia,-0.0001667262798668191
chestpain,0.001082644878943869
dyspnea,-0.0006626696394938305
str_seg_1,-0.0068520488122008295
str_seg_4,-0.0031098634546116617
str_seg_5,-0.0005639326180636394
str_seg_6,0.0014245794811236746
str_seg_7,3.4699874470762488e-06
str_seg_8,0.0047945248156831275
str_seg_9,0.001264065011747
str_seg_10,-0.0008294229396580578
str_seg_11,0.0010393008051511796
str_seg_12,0.0014475270281200246
str_seg_13,-0.0017206724655590149
str_seg_14,0.0021345856644438494
str_seg_15,-6.063856028366856e-05
str_seg_16,-0.0011620329803457498
str_seg_17,-0.0003829888886186763
max_str_seg,0.00522566718150223
max_lad_str,0.0009103115251658256
max_lcx_str,-0.0005452208854070247
max_rca_str,0.003028804013539856
non-zero pet segs,-0.00012509674816137988
