,0
sex,-0.0008515952186678097
age,0.00194612331926515
bmi,-0.0005979768227695503
smoking,0.0008982440253918628
diabetes,0.00022413429729950068
hypertension,-0.0009669030231446654
dyslipidemia,-0.00024470826492051624
chestpain,0.00029798477093887995
dyspnea,-0.0008150408759950067
lm - type of stenosis,0.001824592501233998
lada - type of stenosis,0.00026537225282515403
ladb - type of stenosis,0.00040066442658643784
ladc - type of stenosis,0.00020883438982540817
d1 - type of stenosis,-0.00043996919287699954
d2 - type of stenosis,-0.00027460959700544913
lcxa - type of stenosis,0.0013830464296558694
lcxb - type of stenosis,0.0013959151451091092
lcxc -type of stenosis,0.00018903123003039354
lpd - type of stenosis,0.00010934431130752075
lom1 - type of stenosis,-0.0006913460721900935
lom2 - type of stenosis,-0.0001833729498732233
im - type of stenosis,9.655797676407654e-05
lpl - type of stenosis,-0.0004363346290854657
rcaa - type of stenosis,0.0004923084419000125
rcab - type of stenosis,0.0005780415619012885
rcac - type of stenosis,0.0012062772821387615
rpd - type of stenosis,0.00013785802601255925
rpl - type of stenosis,0.0008180020478669092
str_seg_1,0.001689947654702193
str_seg_4,0.0016422931935008943
str_seg_5,3.767987019515125e-05
str_seg_6,-0.00047521788200426937
str_seg_7,-0.00010992958430079022
str_seg_8,-0.00020297840619665637
str_seg_9,5.234736726209652e-05
str_seg_10,0.0036366985978233965
str_seg_11,-0.00461392080216377
str_seg_12,0.0028001917670178243
str_seg_13,9.181481364793952e-05
str_seg_14,-0.0009432638137972877
str_seg_15,0.003803407434870669
str_seg_16,-0.002127178129793701
str_seg_17,-0.0032751135139525733
stenosis type 1 count,-0.0007005428075478935
stenosis type 2 count,0.0003602260512209401
max cta type,0.003169182058999335
max high risk cta type,-0.000602424788292924
sis,-0.0008927355580918053
max_str_seg,0.00029271666386118477
max_lad_str,0.003691508327394065
max_lcx_str,0.0014573773740840725
max_rca_str,-0.0009627276083263201
non-zero pet segs,1.524552386447852e-05
PCA1,-0.0026501275040739045
PCA2,0.0006320914594495413
